id,coin,pair,channel_name,best_ask_price,best_ask_whole_lot_volume,best_ask_lot_volume,best_bid_price,best_bid_whole_lot_volume,best_bid_lot_volume,close_price,close_lot_volume,volume_today,volume_last_24h,vwap_today,vwap_last_24h,number_of_trades_today,number_of_trades_last_24h,low_price_today,low_price_last_24h,high_price_today,high_price_last_24h,open_price_today,open_price_last_24h,received_at
2251799813685292,SOL,SOL/USD,ticker,154.72000000,576,576.23425091,154.71000000,6,6.48926073,154.71000000,1.62573927,16674.83046776,179292.73215892,154.71665000,154.70492000,3694,16314,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.47000000,2024-10-19 10:03:41
1125899906842735,XBT,XBT/USD,ticker,68318.60000000,0,0.00322609,68318.50000000,11,11.25560929,68318.60000000,0.00037328,168.97119950,1108.79019518,68420.70180000,68499.29907000,6720,27592,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67764.60000000,2024-10-19 10:05:15
1125899906842796,XBT,XBT/USD,ticker,68347.70000000,0,0.00010000,68347.60000000,0,0.90970367,68347.60000000,0.27511935,170.31967297,1109.60130684,68420.03771000,68499.45852000,6773,27616,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67761.70000000,2024-10-19 10:09:07
2251799813685282,XBT,XBT/USD,ticker,68318.60000000,7,7.27642939,68317.10000000,0,0.00010000,68318.50000000,0.00023177,166.06169007,1105.94944875,68422.51045000,68499.73206000,6676,27561,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67759.30000000,2024-10-19 10:02:42
1125899906842746,SOL,SOL/USD,ticker,154.73000000,252,252.00182193,154.72000000,913,913.17235154,154.73000000,51.70133230,17082.09933594,179700.00102710,154.71696000,154.70498000,3707,16327,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.47000000,2024-10-19 10:05:25
1125899906842647,XBT,XBT/USD,ticker,68402.60000000,6,6.24211914,68402.50000000,0,0.42845133,68402.50000000,0.00076935,155.85978618,1118.85255960,68427.10432000,68486.88623000,6304,27594,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67891.50000000,2024-10-19 09:28:46
1125899906842685,XBT,XBT/USD,ticker,68378.70000000,10,10.36004942,68378.60000000,0,0.00931653,68378.60000000,0.00040167,158.24058740,1116.93898517,68426.55872000,68488.86478000,6356,27570,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67840.40000000,2024-10-19 09:32:29
1125899906842692,XBT,XBT/USD,ticker,68378.70000000,8,8.98938742,68378.60000000,0,0.00789620,68378.60000000,0.00025941,158.24212973,1116.94051312,68426.55825000,68488.86463000,6361,27574,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67840.40000000,2024-10-19 09:32:45
1125899906842703,XBT,XBT/USD,ticker,68375.30000000,4,4.39814083,68370.00000000,0,0.02776087,68370.00000000,0.00943913,158.28750805,1116.95623521,68426.54325000,68488.87722000,6373,27575,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67837.10000000,2024-10-19 09:34:24
1125899906842719,SOL,SOL/USD,ticker,154.72000000,3,3.54182000,154.71000000,302,302.06613762,154.72000000,0.16818000,16674.99864776,179292.90033892,154.71665000,154.70492000,3695,16315,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.47000000,2024-10-19 10:04:34
1125899906842720,XBT,XBT/USD,ticker,68318.60000000,0,0.00300000,68318.50000000,10,10.96185844,68318.50000000,0.08610000,167.39802559,1107.28578427,68421.66227000,68499.51064000,6705,27590,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67759.30000000,2024-10-19 10:04:34
1125899906842733,XBT,XBT/USD,ticker,68318.60000000,0,0.00325350,68318.50000000,11,11.19860414,68318.60000000,0.00074650,168.97017209,1108.78916777,68420.70242000,68499.29923000,6717,27589,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67764.60000000,2024-10-19 10:05:03
1125899906842636,XBT,XBT/USD,ticker,68402.60000000,6,6.69511914,68402.50000000,0,0.43414629,68402.50000000,0.00081894,155.85409122,1118.84686464,68427.10522000,68486.88666000,6297,27587,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67891.50000000,2024-10-19 09:28:26
1125899906842634,XBT,XBT/USD,ticker,68402.60000000,6,6.26911914,68402.50000000,0,0.43496523,68402.60000000,0.00155066,155.85327228,1118.84604570,68427.10535000,68486.88673000,6296,27586,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67891.50000000,2024-10-19 09:28:20
1125899906842670,XBT,XBT/USD,ticker,68402.60000000,4,4.35790567,68383.20000000,0,0.41367206,68383.20000000,1.04853409,158.21876107,1117.42780893,68426.56494000,68488.57376000,6343,27604,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67911.80000000,2024-10-19 09:31:18
1125899906842688,XBT,XBT/USD,ticker,68378.70000000,10,10.54738742,68378.60000000,0,0.00910547,68378.60000000,0.00021106,158.24092046,1116.93931823,68426.55862000,68488.86474000,6358,27572,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67840.40000000,2024-10-19 09:32:35
2251799813685281,XBT,XBT/USD,ticker,68318.60000000,7,7.27641839,68318.50000000,0,0.05880673,68318.60000000,0.00071567,166.00288334,1105.89064202,68422.54730000,68499.74170000,6674,27559,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67759.30000000,2024-10-19 10:02:39
1125899906842715,XBT,XBT/USD,ticker,68317.20000000,0,0.05378797,68315.20000000,5,5.78645251,68317.20000000,0.00609633,166.95763554,1106.84539422,68421.93473000,68499.58271000,6696,27581,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67759.30000000,2024-10-19 10:04:26
1125899906842726,XBT,XBT/USD,ticker,68318.60000000,0,0.00400000,68318.50000000,10,10.11932161,68318.50000000,0.13700000,168.62892559,1108.44792127,68420.90924000,68499.35490000,6711,27583,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67764.60000000,2024-10-19 10:04:45
1125899906842769,XBT,XBT/USD,ticker,68320.00000000,0,0.03269843,68319.90000000,14,14.32896605,68319.90000000,0.00010000,168.97558409,1108.68164238,68420.69916000,68499.37338000,6736,27597,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67762.60000000,2024-10-19 10:06:40
1125899906842779,ETH,ETH/USD,ticker,2644.40000000,0,0.75256081,2644.39000000,152,152.40439683,2644.40000000,0.01783488,632.36929086,5613.29219759,2644.97520000,2644.69047000,2789,12098,2635.70000000,2612.22000000,2660.99000000,2673.41000000,2641.79000000,2624.89000000,2024-10-19 10:08:01
1125899906842784,XBT,XBT/USD,ticker,68320.00000000,0,0.02180228,68319.90000000,12,12.11694645,68320.00000000,0.00018446,168.98678024,1108.26841411,68420.69249000,68499.65388000,6743,27586,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67761.70000000,2024-10-19 10:08:22
1125899906842669,SOL,SOL/USD,ticker,154.77000000,697,697.37102292,154.76000000,3,3.43051248,154.76000000,0.53548752,16528.79348546,179360.56744230,154.71658000,154.70353000,3599,16471,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.98000000,2024-10-19 09:30:47
1125899906842745,SOL,SOL/USD,ticker,154.73000000,407,407.10581883,154.72000000,821,821.70662786,154.73000000,51.70133230,16926.99533904,179544.89703020,154.71684000,154.70496000,3704,16324,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.47000000,2024-10-19 10:05:25
1125899906842753,ADA,ADA/USD,ticker,0.35534500,840,840.00000000,0.35513400,14047,14047.47628613,0.35513400,31.69450132,417833.92496291,2689263.85014252,0.35373800,0.34945600,605,1797,0.35036500,0.34394200,0.35679900,0.35679900,0.35073000,0.34660400,2024-10-19 10:05:54
1125899906842775,ADA,ADA/USD,ticker,0.35537200,617,617.89375867,0.35522100,80,80.90911916,0.35537200,222.10624133,418136.92496291,2688959.17043597,0.35373900,0.34945700,607,1797,0.35036500,0.34394200,0.35679900,0.35679900,0.35073000,0.34620600,2024-10-19 10:07:46
1125899906842787,XBT,XBT/USD,ticker,68320.00000000,0,0.02170556,68319.90000000,12,12.11674945,68319.90000000,0.00010000,168.98707696,1108.26871083,68420.69231000,68499.65383000,6746,27589,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67761.70000000,2024-10-19 10:08:26
1125899906842668,XBT,XBT/USD,ticker,68402.60000000,5,5.35390583,68402.50000000,0,0.41615977,68402.50000000,0.00190686,156.21876107,1115.43149537,68427.04801000,68488.75069000,6327,27589,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67911.90000000,2024-10-19 09:30:40
1125899906842701,XBT,XBT/USD,ticker,68375.30000000,3,3.96536092,68375.20000000,0,0.00773527,68375.20000000,0.00000493,158.25446231,1116.92318947,68426.55427000,68488.88062000,6368,27570,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67837.10000000,2024-10-19 09:34:06
1125899906842702,XBT,XBT/USD,ticker,68375.30000000,3,3.94973583,68375.20000000,0,0.00773527,68375.30000000,0.01562509,158.27008740,1116.93881456,68426.54921000,68488.87904000,6369,27571,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67837.10000000,2024-10-19 09:34:07
2251799813685254,XBT,XBT/USD,ticker,68344.30000000,0,0.17886390,68344.20000000,0,0.04109933,68344.20000000,0.00464000,163.60034601,1103.53486355,68424.01219000,68500.09570000,6622,27521,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67765.70000000,2024-10-19 09:58:49
1125899906842778,XBT,XBT/USD,ticker,68320.00000000,0,0.02216474,68319.90000000,12,12.27501434,68320.00000000,0.00282189,168.98631778,1108.29107957,68420.69277000,68499.63865000,6740,27595,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67761.80000000,2024-10-19 10:07:57
1125899906842792,XBT,XBT/USD,ticker,68320.00000000,0,0.02111194,68319.90000000,12,12.79471152,68319.90000000,0.46314904,169.45101962,1108.73265349,68420.41635000,68499.57861000,6750,27593,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67761.70000000,2024-10-19 10:08:55
2251799813685317,SOL,SOL/USD,ticker,154.93000000,1,1.33771580,154.92000000,130,130.29718418,154.92000000,24.32859769,17607.83371740,179544.36646810,154.71919000,154.71018000,3763,16344,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.52000000,2024-10-19 10:17:12
2251799813685306,ETH,ETH/USD,ticker,2644.47000000,135,135.73064066,2644.46000000,0,0.90490745,2644.47000000,0.00491591,633.79710582,5613.18466688,2644.97390000,2644.69581000,2799,12085,2635.70000000,2612.22000000,2660.99000000,2673.41000000,2641.79000000,2624.89000000,2024-10-19 10:15:16
2251799813685324,XBT,XBT/USD,ticker,68347.70000000,12,12.02972350,68347.60000000,0,0.83470475,68347.70000000,0.02258568,171.47821975,1108.40993892,68419.54835000,68500.81520000,6800,27542,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67836.90000000,2024-10-19 10:18:55
2251799813685326,XBT,XBT/USD,ticker,68347.70000000,9,9.42776952,68347.60000000,0,0.81481693,68347.70000000,0.00582817,171.50393574,1108.43565491,68419.53757000,68500.81165000,6802,27544,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67836.90000000,2024-10-19 10:19:02
2251799813685309,SOL,SOL/USD,ticker,154.82000000,98,98.60466903,154.81000000,365,365.68699838,154.82000000,0.00809000,17415.70290740,179352.31358011,154.71760000,154.71001000,3741,16326,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.48000000,2024-10-19 10:15:49
2251799813685311,XBT,XBT/USD,ticker,68347.70000000,13,13.98279481,68347.60000000,0,0.07676014,68347.70000000,0.00014048,171.43022238,1108.98452968,68419.56848000,68500.44709000,6795,27577,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67786.50000000,2024-10-19 10:16:05
2251799813685313,SOL,SOL/USD,ticker,154.92000000,49,49.50232536,154.91000000,64,64.71942909,154.92000000,4.00000000,17583.33910740,179519.94978011,154.71891000,154.71015000,3760,16345,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.48000000,2024-10-19 10:16:29
2251799813685321,SOL,SOL/USD,ticker,155.01000000,87,87.49962686,154.94000000,0,0.15334564,155.01000000,279.96100381,19074.11309497,181008.96609661,154.73981000,154.71243000,3797,16370,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.58000000,2024-10-19 10:17:45
2251799813685327,SOL,SOL/USD,ticker,154.98000000,173,173.28245159,154.97000000,0,0.02000000,154.98000000,0.99600000,19075.24574497,181000.82793468,154.73983000,154.71249000,3802,16358,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.66000000,2024-10-19 10:19:03
2251799813685310,SOL,SOL/USD,ticker,154.82000000,98,98.60466903,154.81000000,362,362.05079838,154.81000000,3.63620000,17419.33910740,179355.94978011,154.71762000,154.71001000,3742,16327,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.48000000,2024-10-19 10:15:56
2251799813685329,ETH,ETH/USD,ticker,2644.47000000,116,116.55073726,2644.46000000,1,1.06590745,2644.47000000,0.00949960,633.80660542,5611.57106395,2644.97390000,2644.70152000,2800,12073,2635.70000000,2612.22000000,2660.99000000,2673.41000000,2641.79000000,2624.99000000,2024-10-19 10:19:04
1125899906842800,XBT,XBT/USD,ticker,68347.70000000,14,14.41911191,68347.60000000,0,0.07676014,68347.60000000,0.00040000,171.43008190,1109.01453301,68419.56853000,68500.42774000,6794,27582,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67787.70000000,2024-10-19 10:14:30
2251799813685312,SOL,SOL/USD,ticker,154.92000000,8,8.22095746,154.81000000,616,616.58093769,154.92000000,26.44513588,17579.33910740,179515.94978011,154.71886000,154.71014000,3759,16344,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.48000000,2024-10-19 10:16:20
2251799813685322,XBT,XBT/USD,ticker,68347.70000000,13,13.76567840,68347.60000000,0,0.06960151,68347.60000000,0.00789018,171.44946089,1108.88385301,68419.56041000,68500.51817000,6798,27544,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67836.90000000,2024-10-19 10:18:15
2251799813685328,XBT,XBT/USD,ticker,68347.70000000,10,10.37680188,68347.60000000,0,0.77665635,68347.60000000,0.00096058,171.50489632,1108.43661549,68419.53717000,68500.81152000,6803,27545,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67836.90000000,2024-10-19 10:19:04
2251799813685300,SOL,SOL/USD,ticker,154.82000000,100,100.49746903,154.81000000,346,346.61316506,154.82000000,0.45741000,17413.10551740,179349.83826810,154.71759000,154.71001000,3734,16326,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.42000000,2024-10-19 10:14:29
1125899906842663,XBT,XBT/USD,ticker,68402.60000000,5,5.45502679,68402.50000000,0,0.42467572,68402.60000000,0.00016600,156.21024512,1119.20301854,68427.04935000,68486.85984000,6322,27612,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67891.50000000,2024-10-19 09:30:12
1125899906842664,XBT,XBT/USD,ticker,68402.60000000,5,5.59288748,68402.50000000,0,0.42330136,68402.50000000,0.00137436,156.21161948,1119.20379883,68427.04913000,68486.86005000,6323,27612,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67891.50000000,2024-10-19 09:30:20
1125899906842679,XBT,XBT/USD,ticker,68381.80000000,6,6.26940358,68381.70000000,0,0.01089000,68381.80000000,0.00017222,158.22428949,1116.92332203,68426.56365000,68488.86602000,6350,27566,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67840.30000000,2024-10-19 09:32:12
1125899906842693,ETH,ETH/USD,ticker,2646.29000000,127,127.00370099,2646.28000000,1,1.01337727,2646.28000000,0.02148641,621.10420371,5937.25403722,2644.96440000,2643.44675000,2712,12240,2635.70000000,2612.22000000,2660.99000000,2673.41000000,2641.79000000,2626.10000000,2024-10-19 09:33:00
1125899906842698,XBT,XBT/USD,ticker,68375.30000000,4,4.92596074,68375.20000000,0,0.00010000,68375.30000000,0.00931972,158.25188695,1116.93543121,68426.55510000,68488.87224000,6364,27568,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67843.30000000,2024-10-19 09:33:41
2251799813685273,XBT,XBT/USD,ticker,68324.80000000,3,3.59042193,68320.00000000,0,0.05130842,68324.80000000,0.06857230,165.87344778,1105.76688906,68422.62787000,68499.75901000,6666,27554,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67759.20000000,2024-10-19 10:01:46
2251799813685276,ETH,ETH/USD,ticker,2645.35000000,221,221.24604008,2645.34000000,0,0.52918000,2645.35000000,2.19568259,630.28586356,5611.22543386,2644.97782000,2644.69060000,2762,12072,2635.70000000,2612.22000000,2660.99000000,2673.41000000,2641.79000000,2624.89000000,2024-10-19 10:02:03
2251799813685288,ETH,ETH/USD,ticker,2644.09000000,144,144.30380892,2644.08000000,0,0.14833136,2644.09000000,0.33335132,630.64945252,5611.58902282,2644.97732000,2644.69056000,2773,12083,2635.70000000,2612.22000000,2660.99000000,2673.41000000,2641.79000000,2624.89000000,2024-10-19 10:03:30
1125899906842740,ETH,ETH/USD,ticker,2644.16000000,0,0.14663085,2644.09000000,246,246.19563564,2644.10000000,0.07314329,631.58489090,5612.52446120,2644.97601000,2644.69046000,2779,12089,2635.70000000,2612.22000000,2660.99000000,2673.41000000,2641.79000000,2624.89000000,2024-10-19 10:05:22
1125899906842750,SOL,SOL/USD,ticker,154.73000000,303,303.70315423,154.72000000,821,821.70662786,154.73000000,51.70133230,17030.39800364,179648.29969480,154.71692000,154.70497000,3706,16326,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.47000000,2024-10-19 10:05:25
1125899906842756,XBT,XBT/USD,ticker,68318.60000000,0,0.00089175,68318.50000000,13,13.04731065,68318.60000000,0.00010825,168.97353384,1108.78959213,68420.70039000,68499.30063000,6725,27595,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67762.70000000,2024-10-19 10:06:15
1125899906842781,SOL,SOL/USD,ticker,154.82000000,84,84.90364376,154.81000000,788,788.24867217,154.82000000,0.25000000,17356.26442267,179967.48782517,154.71728000,154.70508000,3725,16341,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.45000000,2024-10-19 10:08:09
1125899906842785,XBT,XBT/USD,ticker,68320.00000000,0,0.02180228,68319.90000000,12,12.11684945,68319.90000000,0.00010000,168.98688024,1108.26851411,68420.69243000,68499.65386000,6744,27587,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67761.70000000,2024-10-19 10:08:24
1125899906842651,XBT,XBT/USD,ticker,68402.60000000,6,6.24211914,68402.50000000,0,0.42675144,68402.50000000,0.00073038,155.86148607,1118.85425949,68427.10405000,68486.88611000,6307,27597,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67891.50000000,2024-10-19 09:28:59
2251799813685286,XBT,XBT/USD,ticker,68317.20000000,8,8.62550001,68317.10000000,0,0.00010000,68317.20000000,0.00010000,166.06703626,1105.95479494,68422.50706000,68499.73118000,6679,27564,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67759.30000000,2024-10-19 10:03:03
1125899906842714,XBT,XBT/USD,ticker,68315.30000000,13,13.55731092,68315.20000000,5,5.68499470,68315.30000000,0.00015520,166.94817005,1106.83592873,68421.94071000,68499.58428000,6690,27575,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67759.30000000,2024-10-19 10:04:10
1125899906842755,SOL,SOL/USD,ticker,154.81000000,3,3.35598480,154.73000000,1135,1135.91232422,154.81000000,0.57524000,17334.86639787,179946.23854284,154.71716000,154.70506000,3723,16340,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.46000000,2024-10-19 10:06:10
1125899906842776,ADA,ADA/USD,ticker,0.35537300,840,840.00000000,0.35522800,9201,9201.17730699,0.35522800,4874.28971700,423011.21467991,2693833.46015297,0.35375600,0.34946700,608,1798,0.35036500,0.34394200,0.35679900,0.35679900,0.35073000,0.34620600,2024-10-19 10:07:48
1125899906842788,XBT,XBT/USD,ticker,68320.00000000,0,0.02170556,68319.90000000,12,12.11664945,68319.90000000,0.00010000,168.98717696,1108.26881083,68420.69226000,68499.65381000,6747,27590,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67761.70000000,2024-10-19 10:08:27
1125899906842642,SOL,SOL/USD,ticker,154.77000000,440,440.45984456,154.76000000,10,10.09847248,154.77000000,1.14583000,16491.18012324,179326.30488008,154.71647000,154.70350000,3592,16484,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.83000000,2024-10-19 09:28:35
1125899906842655,XBT,XBT/USD,ticker,68402.60000000,7,7.53306562,68402.50000000,0,0.42467572,68402.50000000,0.00032908,155.86411346,1118.85688688,68427.10364000,68486.88591000,6311,27601,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67891.50000000,2024-10-19 09:29:08
1125899906842660,SOL,SOL/USD,ticker,154.77000000,1212,1212.09416377,154.76000000,10,10.09847248,154.77000000,1.00000000,16521.25552546,179356.38028230,154.71656000,154.70351000,3595,16487,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.83000000,2024-10-19 09:29:53
1125899906842667,XBT,XBT/USD,ticker,68402.60000000,5,5.59288748,68402.50000000,0,0.41806663,68402.50000000,0.00127368,156.21685421,1115.43080181,68427.04831000,68488.75023000,6326,27589,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67922.50000000,2024-10-19 09:30:25
1125899906842686,XBT,XBT/USD,ticker,68378.70000000,10,10.35992742,68378.60000000,0,0.00931653,68378.70000000,0.00012200,158.24070940,1116.93910717,68426.55869000,68488.86476000,6357,27571,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67840.40000000,2024-10-19 09:32:30
1125899906842689,SOL,SOL/USD,ticker,154.77000000,2209,2209.84017115,154.65000000,58,58.23391969,154.65000000,6.42787557,16582.14096389,179403.57492073,154.71659000,154.70357000,3623,16474,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.80000000,2024-10-19 09:32:39
2251799813685252,XBT,XBT/USD,ticker,68344.30000000,0,0.17886390,68344.20000000,0,0.04332907,68344.20000000,0.00344322,163.59570601,1103.53165603,68424.01445000,68500.09540000,6621,27523,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67765.80000000,2024-10-19 09:58:28
2251799813685270,XBT,XBT/USD,ticker,68343.80000000,12,12.93380994,68320.10000000,2,2.91922912,68320.10000000,0.74001392,165.01146549,1104.90520045,68423.15243000,68499.89733000,6649,27538,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67759.30000000,2024-10-19 10:01:15
2251799813685297,SOL,SOL/USD,ticker,154.73000000,45,45.19649273,154.72000000,913,913.17235154,154.73000000,51.70133230,17288.90466514,179906.80635630,154.71712000,154.70501000,3711,16331,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.47000000,2024-10-19 10:05:25
1125899906842749,SOL,SOL/USD,ticker,154.74000000,0,0.02000000,154.72000000,913,913.17235154,154.73000000,0.02000000,17334.10115787,179952.00284903,154.71715000,154.70501000,3713,16333,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.47000000,2024-10-19 10:05:25
1125899906842774,XBT,XBT/USD,ticker,68320.00000000,0,0.02498663,68319.90000000,15,15.17642704,68320.00000000,0.00771180,168.98349589,1108.68955418,68420.69445000,68499.37210000,6739,27600,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67762.60000000,2024-10-19 10:07:12
1125899906842793,XBT,XBT/USD,ticker,68320.00000000,0,0.02046183,68319.90000000,13,13.30597953,68320.00000000,0.00065011,169.45166973,1108.73330360,68420.41597000,68499.57851000,6751,27594,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67761.70000000,2024-10-19 10:09:01
1125899906842631,ETH,ETH/USD,ticker,2646.29000000,0,0.11103475,2646.28000000,110,110.26224027,2646.28000000,0.65000000,620.98869517,5942.66770067,2644.96415000,2643.43220000,2706,12277,2635.70000000,2612.22000000,2660.99000000,2673.41000000,2641.79000000,2629.92000000,2024-10-19 09:28:00
1125899906842632,XBT,XBT/USD,ticker,68402.60000000,4,4.67221507,68402.50000000,0,0.43496523,68402.50000000,0.01461934,155.85017096,1118.85314438,68427.10584000,68486.88154000,6294,27585,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67891.90000000,2024-10-19 09:28:10
1125899906842638,SOL,SOL/USD,ticker,154.77000000,441,441.43602989,154.76000000,10,10.07847248,154.76000000,0.03852752,16490.03429324,179325.15905008,154.71646000,154.70350000,3591,16483,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.83000000,2024-10-19 09:28:28
1125899906842649,SOL,SOL/USD,ticker,154.77000000,917,917.07626277,154.76000000,10,10.09847248,154.77000000,14.09246004,16520.25552546,179355.38028230,154.71656000,154.70351000,3594,16486,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.83000000,2024-10-19 09:28:54
1125899906842690,XBT,XBT/USD,ticker,68378.70000000,10,10.54738742,68378.60000000,0,0.00884217,68378.60000000,0.00026330,158.24118376,1116.93956715,68426.55854000,68488.86473000,6359,27572,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67840.40000000,2024-10-19 09:32:41
1125899906842691,XBT,XBT/USD,ticker,68378.70000000,10,10.54738742,68378.60000000,0,0.00815561,68378.60000000,0.00068656,158.24187032,1116.94025371,68426.55833000,68488.86466000,6360,27573,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67840.40000000,2024-10-19 09:32:43
2251799813685287,SOL,SOL/USD,ticker,154.73000000,1273,1273.67952879,154.71000000,0,0.16221073,154.72000000,0.02000000,16673.04251776,179290.94420892,154.71665000,154.70492000,3691,16311,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.47000000,2024-10-19 10:03:26
1125899906842717,XBT,XBT/USD,ticker,68318.60000000,0,0.15320000,68318.50000000,6,6.05535981,68318.50000000,0.00774296,167.25802559,1107.14578427,68421.74862000,68499.53353000,6702,27587,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67759.30000000,2024-10-19 10:04:28
1125899906842732,XBT,XBT/USD,ticker,68318.60000000,0,0.00400000,68318.50000000,10,10.01990783,68318.50000000,0.06960000,168.96942559,1108.78842127,68420.70287000,68499.29936000,6716,27588,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67764.60000000,2024-10-19 10:04:56
1125899906842790,XBT,XBT/USD,ticker,68320.00000000,0,0.02111194,68319.90000000,12,12.33713226,68319.90000000,0.00010000,168.98787058,1108.26950445,68420.69184000,68499.65370000,6749,27592,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67761.70000000,2024-10-19 10:08:34
1125899906842794,XBT,XBT/USD,ticker,68347.60000000,0,0.29264719,68319.90000000,13,13.34290499,68347.60000000,0.07855281,169.59166973,1108.87330360,68420.34866000,68499.55822000,6769,27612,68308.10000000,67646.60000000,68632.70000000,68980.30000000,68440.20000000,67761.70000000,2024-10-19 10:09:06
1125899906842674,SOL,SOL/USD,ticker,154.77000000,485,485.57966654,154.76000000,0,0.02000000,154.77000000,6.46120049,16545.59503357,179367.22899041,154.71663000,154.70357000,3605,16466,154.09000000,152.25000000,155.90000000,156.50000000,154.93000000,153.90000000,2024-10-19 09:31:42
